season,round,circuit_id,lat,long,country,date,start_time,url
1999,4,monaco,43.7347,7.42056,Monaco,1999-05-16,,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix
1999,5,catalunya,41.57,2.26111,Spain,1999-05-30,,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix
1999,6,villeneuve,45.5,-73.5228,Canada,1999-06-13,,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix
1999,7,magny_cours,46.8642,3.16361,France,1999-06-27,,http://en.wikipedia.org/wiki/1999_French_Grand_Prix
1999,8,silverstone,52.0786,-1.01694,UK,1999-07-11,,http://en.wikipedia.org/wiki/1999_British_Grand_Prix
1999,9,red_bull_ring,47.2197,14.7647,Austria,1999-07-25,,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix
1999,10,hockenheimring,49.3278,8.56583,Germany,1999-08-01,,http://en.wikipedia.org/wiki/1999_German_Grand_Prix
1999,11,hungaroring,47.5789,19.2486,Hungary,1999-08-15,,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix
1999,12,spa,50.4372,5.97139,Belgium,1999-08-29,,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix
1999,13,monza,45.6156,9.28111,Italy,1999-09-12,,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix
1999,14,nurburgring,50.3356,6.9475,Germany,1999-09-26,,http://en.wikipedia.org/wiki/1999_European_Grand_Prix
1999,15,sepang,2.76083,101.738,Malaysia,1999-10-17,,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix
1999,16,suzuka,34.8431,136.541,Japan,1999-10-31,,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix
2000,1,albert_park,-37.8497,144.968,Australia,2000-03-12,,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,2,interlagos,-23.7036,-46.6997,Brazil,2000-03-26,,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,3,imola,44.3439,11.7167,Italy,2000-04-09,,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,4,silverstone,52.0786,-1.01694,UK,2000-04-23,,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,5,catalunya,41.57,2.26111,Spain,2000-05-07,,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,6,nurburgring,50.3356,6.9475,Germany,2000-05-21,,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,7,monaco,43.7347,7.42056,Monaco,2000-06-04,,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,8,villeneuve,45.5,-73.5228,Canada,2000-06-18,,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,9,magny_cours,46.8642,3.16361,France,2000-07-02,,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
2000,10,red_bull_ring,47.2197,14.7647,Austria,2000-07-16,,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix
2000,11,hockenheimring,49.3278,8.56583,Germany,2000-07-30,,http://en.wikipedia.org/wiki/2000_German_Grand_Prix
2000,12,hungaroring,47.5789,19.2486,Hungary,2000-08-13,,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix
