season,round,circuit_id,date,url,driver,date_of_birth,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time
2021,5,monaco,2021-05-23,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix,mick_schumacher,1999-03-22,German,haas,20,18,0.0,0.0,18.0,0.0,0.0,10.0,
2021,5,monaco,2021-05-23,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,3,19,47.0,0.0,3.0,141.0,3.0,1.0,1:10.601
2021,5,monaco,2021-05-23,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,1,20,40.0,0.0,5.0,60.0,0.0,4.0,1:10.346
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,perez,1990-01-26,Mexican,red_bull,6,1,44.0,0.0,5.0,149.0,2.0,1.0,1:41.917
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,vettel,1987-07-03,German,aston_martin,11,2,10.0,0.0,11.0,19.0,0.0,5.0,1:42.224
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,gasly,1996-02-07,French,alphatauri,4,3,16.0,0.0,9.0,18.0,0.0,6.0,1:41.565
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,1,4,40.0,0.0,6.0,78.0,0.0,4.0,1:41.218
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,norris,1999-11-13,British,mclaren,9,5,56.0,0.0,3.0,80.0,0.0,3.0,1:41.747
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,alonso,1981-07-29,Spanish,alpine,8,6,5.0,0.0,13.0,17.0,0.0,7.0,1:42.327
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,7,7,2.0,0.0,14.0,18.0,0.0,6.0,1:42.211
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,5,8,38.0,0.0,7.0,78.0,0.0,4.0,1:41.576
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,ricciardo,1989-07-01,Australian,mclaren,13,9,24.0,0.0,8.0,80.0,0.0,3.0,1:42.558
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,14,10,0.0,0.0,16.0,1.0,0.0,8.0,1:42.587
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,20,11,1.0,0.0,15.0,1.0,0.0,8.0,
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,10,12,47.0,0.0,4.0,148.0,3.0,2.0,1:42.659
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,mick_schumacher,1999-03-22,German,haas,17,13,0.0,0.0,19.0,0.0,0.0,10.0,1:44.158
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,mazepin,1999-03-02,Russian,haas,18,14,0.0,0.0,20.0,0.0,0.0,10.0,1:44.238
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,hamilton,1985-01-07,British,mercedes,2,15,101.0,3.0,2.0,148.0,3.0,2.0,1:41.450
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,latifi,1995-06-29,Canadian,williams,16,16,0.0,0.0,18.0,0.0,0.0,9.0,1:43.128
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,russell,1998-02-15,British,williams,15,17,0.0,0.0,17.0,0.0,0.0,9.0,1:42.758
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,3,18,105.0,2.0,1.0,149.0,2.0,1.0,1:41.563
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,19,19,9.0,0.0,12.0,19.0,0.0,5.0,
2021,6,baku,2021-06-06,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix,ocon,1996-09-17,French,alpine,12,20,12.0,0.0,10.0,17.0,0.0,7.0,1:42.273
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,1,105.0,2.0,1.0,174.0,3.0,1.0,1:29.990
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,hamilton,1985-01-07,British,mercedes,2,2,101.0,3.0,2.0,148.0,3.0,2.0,1:30.248
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,perez,1990-01-26,Mexican,red_bull,4,3,69.0,1.0,3.0,174.0,3.0,1.0,1:30.445
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,3,4,47.0,0.0,6.0,148.0,3.0,2.0,1:30.376
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,norris,1999-11-13,British,mclaren,8,5,66.0,0.0,4.0,92.0,0.0,4.0,1:31.252
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,ricciardo,1989-07-01,Australian,mclaren,10,6,26.0,0.0,10.0,92.0,0.0,4.0,1:31.382
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,gasly,1996-02-07,French,alphatauri,6,7,31.0,0.0,8.0,39.0,0.0,5.0,1:30.868
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,alonso,1981-07-29,Spanish,alpine,9,8,13.0,0.0,11.0,25.0,0.0,7.0,1:31.340
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,vettel,1987-07-03,German,aston_martin,12,9,28.0,0.0,9.0,37.0,0.0,6.0,1:31.767
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,19,10,9.0,0.0,13.0,37.0,0.0,6.0,2:12.584
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,5,11,42.0,0.0,7.0,94.0,0.0,3.0,1:30.840
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,russell,1998-02-15,British,williams,14,12,0.0,0.0,18.0,0.0,0.0,10.0,1:32.065
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,ocon,1996-09-17,French,alpine,11,14,12.0,0.0,12.0,25.0,0.0,7.0,1:31.736
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,13,15,1.0,0.0,16.0,2.0,0.0,8.0,1:31.813
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,7,16,52.0,0.0,5.0,94.0,0.0,3.0,1:30.987
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,17,17,1.0,0.0,15.0,2.0,0.0,8.0,1:33.354
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,latifi,1995-06-29,Canadian,williams,16,18,0.0,0.0,20.0,0.0,0.0,10.0,1:33.062
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,mick_schumacher,1999-03-22,German,haas,15,19,0.0,0.0,17.0,0.0,0.0,9.0,
2021,7,ricard,2021-06-20,http://en.wikipedia.org/wiki/2021_French_Grand_Prix,mazepin,1999-03-02,Russian,haas,18,20,0.0,0.0,19.0,0.0,0.0,9.0,1:33.554
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,1,131.0,3.0,1.0,215.0,4.0,1.0,1:03.841
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,hamilton,1985-01-07,British,mercedes,2,2,119.0,3.0,2.0,178.0,3.0,2.0,1:04.067
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,5,3,59.0,0.0,5.0,178.0,3.0,2.0,1:04.035
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,perez,1990-01-26,Mexican,red_bull,4,4,84.0,1.0,3.0,215.0,4.0,1.0,1:04.168
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,norris,1999-11-13,British,mclaren,3,5,76.0,0.0,4.0,110.0,0.0,3.0,1:04.120
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,12,6,42.0,0.0,7.0,94.0,0.0,4.0,1:04.800
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,7,7,52.0,0.0,6.0,94.0,0.0,4.0,1:04.472
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,9,8,10.0,0.0,13.0,40.0,0.0,6.0,1:04.708
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,alonso,1981-07-29,Spanish,alpine,8,9,17.0,0.0,11.0,29.0,0.0,7.0,1:04.574
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,11,10,8.0,0.0,14.0,45.0,0.0,5.0,1:04.514
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,18,11,1.0,0.0,15.0,2.0,0.0,8.0,1:05.429
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,vettel,1987-07-03,German,aston_martin,14,12,30.0,0.0,10.0,40.0,0.0,6.0,1:04.875
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,ricciardo,1989-07-01,Australian,mclaren,13,13,34.0,0.0,9.0,110.0,0.0,3.0,1:04.808
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,ocon,1996-09-17,French,alpine,17,14,12.0,0.0,12.0,29.0,0.0,7.0,1:05.217
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,15,15,1.0,0.0,16.0,2.0,0.0,8.0,1:04.913
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,mick_schumacher,1999-03-22,German,haas,19,16,0.0,0.0,18.0,0.0,0.0,10.0,1:06.041
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,latifi,1995-06-29,Canadian,williams,16,17,0.0,0.0,20.0,0.0,0.0,9.0,1:05.175
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,mazepin,1999-03-02,Russian,haas,20,18,0.0,0.0,19.0,0.0,0.0,10.0,1:06.192
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,russell,1998-02-15,British,williams,10,19,0.0,0.0,17.0,0.0,0.0,9.0,1:04.671
2021,8,red_bull_ring,2021-06-27,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix,gasly,1996-02-07,French,alphatauri,6,20,37.0,0.0,8.0,45.0,0.0,5.0,1:04.236
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,1,156.0,4.0,1.0,252.0,5.0,1.0,1:03.720
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,5,2,74.0,0.0,5.0,212.0,3.0,2.0,1:04.049
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,norris,1999-11-13,British,mclaren,2,3,86.0,0.0,4.0,120.0,0.0,3.0,1:03.768
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,hamilton,1985-01-07,British,mercedes,4,4,138.0,3.0,2.0,212.0,3.0,2.0,1:04.014
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,10,5,50.0,0.0,7.0,108.0,0.0,4.0,1:04.559
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,perez,1990-01-26,Mexican,red_bull,3,6,96.0,1.0,3.0,252.0,5.0,1.0,1:03.990
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,ricciardo,1989-07-01,Australian,mclaren,13,7,34.0,0.0,9.0,120.0,0.0,3.0,1:04.719
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,12,8,58.0,0.0,6.0,108.0,0.0,4.0,1:04.600
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,gasly,1996-02-07,French,alphatauri,6,9,37.0,0.0,8.0,46.0,0.0,5.0,1:04.107
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,alonso,1981-07-29,Spanish,alpine,14,10,19.0,0.0,11.0,31.0,0.0,7.0,1:04.856
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,russell,1998-02-15,British,williams,8,11,0.0,0.0,17.0,0.0,0.0,9.0,1:04.591
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,7,12,9.0,0.0,14.0,46.0,0.0,5.0,1:04.273
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,9,13,14.0,0.0,12.0,44.0,0.0,6.0,1:04.618
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,15,14,1.0,0.0,16.0,2.0,0.0,8.0,1:05.083
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,16,15,1.0,0.0,15.0,2.0,0.0,8.0,1:05.009
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,latifi,1995-06-29,Canadian,williams,18,16,0.0,0.0,20.0,0.0,0.0,9.0,1:05.195
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,vettel,1987-07-03,German,aston_martin,11,17,30.0,0.0,10.0,44.0,0.0,6.0,1:04.570
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,mick_schumacher,1999-03-22,German,haas,19,18,0.0,0.0,18.0,0.0,0.0,10.0,1:05.427
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,mazepin,1999-03-02,Russian,haas,20,19,0.0,0.0,19.0,0.0,0.0,10.0,1:05.951
2021,9,red_bull_ring,2021-07-04,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix,ocon,1996-09-17,French,alpine,17,20,12.0,0.0,13.0,31.0,0.0,7.0,1:05.051
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,hamilton,1985-01-07,British,mercedes,2,1,150.0,3.0,2.0,242.0,3.0,2.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,4,2,62.0,0.0,6.0,122.0,0.0,4.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,3,3,92.0,0.0,5.0,242.0,3.0,2.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,norris,1999-11-13,British,mclaren,5,4,101.0,0.0,4.0,141.0,0.0,3.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,ricciardo,1989-07-01,Australian,mclaren,6,5,40.0,0.0,8.0,141.0,0.0,3.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,10,6,60.0,0.0,7.0,122.0,0.0,4.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,alonso,1981-07-29,Spanish,alpine,7,7,20.0,0.0,11.0,32.0,0.0,7.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,14,8,14.0,0.0,12.0,44.0,0.0,6.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,ocon,1996-09-17,French,alpine,9,9,12.0,0.0,13.0,32.0,0.0,7.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,16,10,9.0,0.0,14.0,48.0,0.0,5.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,gasly,1996-02-07,French,alphatauri,11,11,39.0,0.0,9.0,48.0,0.0,5.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,russell,1998-02-15,British,williams,12,12,0.0,0.0,17.0,0.0,0.0,9.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,15,13,1.0,0.0,16.0,2.0,0.0,8.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,latifi,1995-06-29,Canadian,williams,17,14,0.0,0.0,20.0,0.0,0.0,9.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,13,15,1.0,0.0,15.0,2.0,0.0,8.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,mazepin,1999-03-02,Russian,haas,19,17,0.0,0.0,19.0,0.0,0.0,10.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,mick_schumacher,1999-03-22,German,haas,18,18,0.0,0.0,18.0,0.0,0.0,10.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,vettel,1987-07-03,German,aston_martin,8,19,30.0,0.0,10.0,44.0,0.0,6.0,
2021,10,silverstone,2021-07-18,http://en.wikipedia.org/wiki/2021_British_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,20,182.0,5.0,1.0,286.0,6.0,1.0,
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,ocon,1996-09-17,French,alpine,8,1,14.0,0.0,13.0,40.0,0.0,7.0,1:16.653
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,hamilton,1985-01-07,British,mercedes,1,2,177.0,4.0,2.0,285.0,4.0,2.0,1:15.419
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,15,3,68.0,0.0,7.0,148.0,0.0,4.0,
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,alonso,1981-07-29,Spanish,alpine,9,4,26.0,0.0,11.0,40.0,0.0,7.0,1:16.715
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,gasly,1996-02-07,French,alphatauri,5,5,39.0,0.0,9.0,49.0,0.0,5.0,1:16.483
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,16,6,10.0,0.0,14.0,49.0,0.0,5.0,1:17.919
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,latifi,1995-06-29,Canadian,williams,18,7,0.0,0.0,19.0,0.0,0.0,9.0,1:18.036
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,russell,1998-02-15,British,williams,17,8,0.0,0.0,17.0,0.0,0.0,9.0,1:17.944
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,3,9,185.0,5.0,1.0,289.0,6.0,1.0,1:15.840
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,13,10,1.0,0.0,15.0,2.0,0.0,8.0,1:17.564
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,ricciardo,1989-07-01,Australian,mclaren,11,11,50.0,0.0,8.0,163.0,0.0,3.0,1:16.871
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,mick_schumacher,1999-03-22,German,haas,20,12,0.0,0.0,18.0,0.0,0.0,10.0,
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,mazepin,1999-03-02,Russian,haas,19,14,0.0,0.0,20.0,0.0,0.0,10.0,1:18.922
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,norris,1999-11-13,British,mclaren,6,15,113.0,0.0,3.0,163.0,0.0,3.0,1:16.489
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,2,16,108.0,0.0,4.0,285.0,4.0,2.0,1:15.734
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,perez,1990-01-26,Mexican,red_bull,4,17,104.0,1.0,5.0,289.0,6.0,1.0,1:16.421
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,7,18,80.0,0.0,6.0,148.0,0.0,4.0,1:16.496
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,stroll,1998-10-29,Canadian,aston_martin,12,19,18.0,0.0,12.0,48.0,0.0,6.0,1:16.893
2021,11,hungaroring,2021-08-01,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix,vettel,1987-07-03,German,aston_martin,10,20,30.0,0.0,10.0,48.0,0.0,6.0,1:16.750
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,1,187.0,5.0,2.0,291.0,6.0,2.0,1:59.765
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,russell,1998-02-15,British,williams,2,2,4.0,0.0,16.0,10.0,0.0,8.0,2:00.086
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,hamilton,1985-01-07,British,mercedes,3,3,195.0,4.0,1.0,303.0,4.0,1.0,2:00.099
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,ricciardo,1989-07-01,Australian,mclaren,4,4,50.0,0.0,9.0,163.0,0.0,4.0,2:00.864
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,vettel,1987-07-03,German,aston_martin,5,5,30.0,0.0,12.0,48.0,0.0,7.0,2:00.935
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,gasly,1996-02-07,French,alphatauri,6,6,50.0,0.0,8.0,68.0,0.0,6.0,2:01.164
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,ocon,1996-09-17,French,alpine,8,7,39.0,1.0,10.0,77.0,1.0,5.0,2:03.513
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,9,8,80.0,0.0,7.0,163.0,0.0,3.0,1:57.721
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,latifi,1995-06-29,Canadian,williams,10,9,6.0,0.0,15.0,10.0,0.0,8.0,1:58.056
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,sainz,1994-09-01,Spanish,ferrari,11,10,83.0,0.0,6.0,163.0,0.0,3.0,1:58.137
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,alonso,1981-07-29,Spanish,alpine,12,11,38.0,0.0,11.0,77.0,1.0,5.0,1:58.205
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,13,12,108.0,0.0,4.0,303.0,4.0,1.0,2:02.502
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,14,13,1.0,0.0,18.0,3.0,0.0,9.0,2:02.306
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,norris,1999-11-13,British,mclaren,15,14,113.0,0.0,3.0,163.0,0.0,4.0,
2021,12,spa,2021-08-29,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix,tsunoda,2000-05-11,Japanese,alphatauri,16,15,18.0,0.0,13.0,68.0,0.0,6.0,2:02.413
