season,round,circuit_id,date,url,driver,date_of_birth,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time
2020,10,sochi,2020-09-27,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,latifi,1995-06-29,Canadian,williams,20,16,0.0,0.0,19.0,0.0,0.0,10.0,1:35.066
2020,10,sochi,2020-09-27,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,grosjean,1986-04-17,French,haas,16,17,0.0,0.0,21.0,1.0,0.0,9.0,1:34.592
2020,10,sochi,2020-09-27,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,russell,1998-02-15,British,williams,13,18,0.0,0.0,20.0,0.0,0.0,10.0,1:33.583
2020,10,sochi,2020-09-27,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,6,19,41.0,0.0,11.0,106.0,0.0,3.0,1:32.550
2020,10,sochi,2020-09-27,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,12,20,57.0,0.0,6.0,92.0,0.0,4.0,1:33.364
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,hamilton,1985-01-07,British,mercedes,2,1,205.0,6.0,1.0,366.0,8.0,1.0,1:25.525
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,3,2,128.0,1.0,3.0,192.0,1.0,2.0,1:25.562
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,ricciardo,1989-07-01,Australian,renault,6,3,63.0,0.0,6.0,99.0,0.0,5.0,1:26.223
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,perez,1990-01-26,Mexican,racing_point,9,4,56.0,0.0,9.0,104.0,0.0,4.0,1:26.704
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,10,5,41.0,0.0,11.0,106.0,0.0,3.0,1:26.709
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,gasly,1996-02-07,French,alphatauri,12,6,45.0,1.0,10.0,59.0,1.0,7.0,1:26.776
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,4,7,57.0,0.0,7.0,74.0,0.0,6.0,1:26.035
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,hulkenberg,1987-08-19,German,racing_point,20,8,6.0,0.0,15.0,104.0,0.0,4.0,1:28.021
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,grosjean,1986-04-17,French,haas,16,9,0.0,0.0,21.0,1.0,0.0,9.0,1:27.552
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,14,10,2.0,0.0,17.0,4.0,0.0,8.0,1:26.936
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,vettel,1987-07-03,German,ferrari,11,11,17.0,0.0,13.0,74.0,0.0,6.0,1:26.738
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,19,12,2.0,0.0,16.0,4.0,0.0,8.0,1:27.817
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,15,13,1.0,0.0,18.0,1.0,0.0,9.0,1:27.125
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,latifi,1995-06-29,Canadian,williams,18,14,0.0,0.0,19.0,0.0,0.0,10.0,1:27.812
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,kvyat,1994-04-26,Russian,alphatauri,13,15,14.0,0.0,14.0,59.0,1.0,7.0,1:26.848
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,norris,1999-11-13,British,mclaren,8,16,65.0,0.0,4.0,106.0,0.0,3.0,1:26.458
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,albon,1996-03-23,Thai,red_bull,5,17,64.0,0.0,5.0,192.0,1.0,2.0,1:26.047
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,ocon,1996-09-17,French,renault,7,18,36.0,0.0,12.0,99.0,0.0,5.0,1:26.242
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,1,19,161.0,2.0,2.0,366.0,8.0,1.0,1:25.269
2020,11,nurburgring,2020-10-11,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix,russell,1998-02-15,British,williams,17,20,0.0,0.0,20.0,0.0,0.0,10.0,1:27.564
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,hamilton,1985-01-07,British,mercedes,1,1,230.0,7.0,1.0,391.0,9.0,1.0,1:16.652
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,2,2,161.0,2.0,2.0,391.0,9.0,1.0,1:16.754
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,3,3,147.0,1.0,3.0,211.0,1.0,2.0,1:16.904
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,4,4,63.0,0.0,8.0,80.0,0.0,6.0,1:17.090
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,gasly,1996-02-07,French,alphatauri,9,5,53.0,1.0,10.0,67.0,1.0,7.0,1:17.803
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,7,6,51.0,0.0,11.0,116.0,0.0,4.0,1:17.520
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,perez,1990-01-26,Mexican,racing_point,5,7,68.0,0.0,5.0,120.0,0.0,3.0,1:17.223
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,ocon,1996-09-17,French,renault,11,8,36.0,0.0,12.0,114.0,0.0,5.0,1:17.614
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,ricciardo,1989-07-01,Australian,renault,10,9,78.0,0.0,4.0,114.0,0.0,5.0,
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,vettel,1987-07-03,German,ferrari,15,10,17.0,0.0,13.0,80.0,0.0,6.0,1:17.919
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,16,11,2.0,0.0,17.0,5.0,0.0,8.0,1:18.201
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,albon,1996-03-23,Thai,red_bull,6,12,64.0,0.0,7.0,211.0,1.0,2.0,1:17.437
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,norris,1999-11-13,British,mclaren,8,13,65.0,0.0,6.0,116.0,0.0,4.0,1:17.525
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,russell,1998-02-15,British,williams,14,14,0.0,0.0,21.0,0.0,0.0,10.0,1:17.788
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,17,15,3.0,0.0,16.0,5.0,0.0,8.0,1:18.323
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,19,16,1.0,0.0,19.0,3.0,0.0,9.0,1:18.508
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,grosjean,1986-04-17,French,haas,18,17,2.0,0.0,18.0,3.0,0.0,9.0,1:18.364
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,latifi,1995-06-29,Canadian,williams,20,18,0.0,0.0,20.0,0.0,0.0,10.0,1:18.777
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,kvyat,1994-04-26,Russian,alphatauri,13,19,14.0,0.0,14.0,67.0,1.0,7.0,1:17.728
2020,12,portimao,2020-10-25,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,12,20,57.0,0.0,9.0,120.0,0.0,3.0,1:17.626
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,hamilton,1985-01-07,British,mercedes,2,1,256.0,8.0,1.0,435.0,10.0,1.0,1:13.706
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,1,2,179.0,2.0,2.0,435.0,10.0,1.0,1:13.609
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,ricciardo,1989-07-01,Australian,renault,5,3,80.0,0.0,4.0,120.0,0.0,5.0,1:14.520
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,kvyat,1994-04-26,Russian,alphatauri,8,4,14.0,0.0,14.0,77.0,1.0,7.0,1:14.696
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,7,5,75.0,0.0,5.0,93.0,0.0,6.0,1:14.616
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,perez,1990-01-26,Mexican,racing_point,11,6,74.0,0.0,6.0,126.0,0.0,3.0,1:15.061
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,10,7,59.0,0.0,10.0,124.0,0.0,4.0,1:14.911
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,norris,1999-11-13,British,mclaren,9,8,65.0,0.0,7.0,124.0,0.0,4.0,1:14.814
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,18,9,2.0,0.0,17.0,5.0,0.0,8.0,1:15.953
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,20,10,3.0,0.0,16.0,5.0,0.0,8.0,1:16.208
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,latifi,1995-06-29,Canadian,williams,19,11,0.0,0.0,20.0,0.0,0.0,10.0,1:15.987
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,vettel,1987-07-03,German,ferrari,14,12,18.0,0.0,13.0,93.0,0.0,6.0,1:15.385
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,15,13,57.0,0.0,11.0,126.0,0.0,3.0,1:15.494
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,grosjean,1986-04-17,French,haas,16,14,2.0,0.0,18.0,3.0,0.0,9.0,1:15.918
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,albon,1996-03-23,Thai,red_bull,6,15,64.0,0.0,8.0,226.0,1.0,2.0,1:14.572
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,russell,1998-02-15,British,williams,13,16,0.0,0.0,21.0,0.0,0.0,10.0,1:15.323
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,3,17,162.0,1.0,3.0,226.0,1.0,2.0,1:14.176
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,17,18,1.0,0.0,19.0,3.0,0.0,9.0,1:15.939
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,ocon,1996-09-17,French,renault,12,19,40.0,0.0,12.0,120.0,0.0,5.0,1:15.201
2020,13,imola,2020-11-01,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix,gasly,1996-02-07,French,alphatauri,4,20,63.0,1.0,9.0,77.0,1.0,7.0,1:14.502
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,hamilton,1985-01-07,British,mercedes,6,1,282.0,9.0,1.0,479.0,11.0,1.0,1:52.560
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,perez,1990-01-26,Mexican,racing_point,3,2,82.0,0.0,6.0,134.0,0.0,5.0,1:49.321
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,vettel,1987-07-03,German,ferrari,11,3,18.0,0.0,14.0,103.0,0.0,6.0,1:55.169
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,12,4,85.0,0.0,5.0,103.0,0.0,6.0,1:56.696
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,15,5,65.0,0.0,8.0,134.0,0.0,4.0,1:55.410
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,2,6,162.0,1.0,3.0,226.0,1.0,2.0,1:48.055
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,albon,1996-03-23,Thai,red_bull,4,7,64.0,0.0,9.0,226.0,1.0,2.0,1:50.448
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,norris,1999-11-13,British,mclaren,14,8,69.0,0.0,7.0,134.0,0.0,4.0,1:54.945
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,1,9,57.0,0.0,11.0,134.0,0.0,5.0,1:47.765
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,ricciardo,1989-07-01,Australian,renault,5,10,95.0,0.0,4.0,135.0,0.0,3.0,1:51.595
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,ocon,1996-09-17,French,renault,7,11,40.0,0.0,12.0,135.0,0.0,3.0,1:52.622
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,kvyat,1994-04-26,Russian,alphatauri,16,12,26.0,0.0,13.0,89.0,1.0,7.0,2:09.070
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,gasly,1996-02-07,French,alphatauri,19,13,63.0,1.0,10.0,89.0,1.0,7.0,1:58.556
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,9,14,197.0,2.0,2.0,479.0,11.0,1.0,1:53.258
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,8,15,4.0,0.0,16.0,8.0,0.0,8.0,1:52.745
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,13,17,1.0,0.0,19.0,3.0,0.0,9.0,2:08.007
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,grosjean,1986-04-17,French,haas,17,18,2.0,0.0,18.0,3.0,0.0,9.0,2:12.909
2020,14,istanbul,2020-11-15,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,10,20,4.0,0.0,17.0,8.0,0.0,8.0,1:57.226
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,hamilton,1985-01-07,British,mercedes,1,1,307.0,10.0,1.0,504.0,12.0,1.0,1:27.264
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,3,2,170.0,1.0,3.0,240.0,1.0,2.0,1:27.678
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,albon,1996-03-23,Thai,red_bull,4,3,70.0,0.0,9.0,240.0,1.0,2.0,1:28.274
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,norris,1999-11-13,British,mclaren,9,4,74.0,0.0,8.0,149.0,0.0,4.0,1:28.542
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,15,5,75.0,0.0,7.0,149.0,0.0,4.0,
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,gasly,1996-02-07,French,alphatauri,8,6,63.0,1.0,10.0,89.0,1.0,7.0,1:28.448
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,ricciardo,1989-07-01,Australian,renault,6,7,96.0,0.0,6.0,136.0,0.0,5.0,1:28.417
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,2,8,197.0,2.0,2.0,504.0,12.0,1.0,1:27.553
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,ocon,1996-09-17,French,renault,7,9,40.0,0.0,12.0,136.0,0.0,5.0,1:28.419
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,12,10,97.0,0.0,5.0,130.0,0.0,6.0,1:29.165
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,kvyat,1994-04-26,Russian,alphatauri,10,11,26.0,0.0,14.0,89.0,1.0,7.0,1:28.618
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,russell,1998-02-15,British,williams,14,12,0.0,0.0,21.0,0.0,0.0,10.0,1:31.218
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,vettel,1987-07-03,German,ferrari,11,13,33.0,0.0,13.0,130.0,0.0,6.0,1:29.149
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,latifi,1995-06-29,Canadian,williams,20,14,0.0,0.0,20.0,0.0,0.0,10.0,1:30.182
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,17,15,4.0,0.0,16.0,8.0,0.0,8.0,1:29.810
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,16,16,4.0,0.0,17.0,8.0,0.0,8.0,1:29.491
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,18,17,1.0,0.0,19.0,3.0,0.0,9.0,1:30.111
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,perez,1990-01-26,Mexican,racing_point,5,18,100.0,0.0,4.0,154.0,0.0,3.0,1:28.322
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,13,19,59.0,0.0,11.0,154.0,0.0,3.0,1:29.557
2020,15,bahrain,2020-11-29,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix,grosjean,1986-04-17,French,haas,19,20,2.0,0.0,18.0,3.0,0.0,9.0,1:30.138
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,perez,1990-01-26,Mexican,racing_point,5,1,100.0,0.0,5.0,154.0,0.0,4.0,53.79
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,ocon,1996-09-17,French,renault,11,2,42.0,0.0,12.0,144.0,0.0,5.0,53.995
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,10,3,59.0,0.0,11.0,154.0,0.0,4.0,54.2
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,8,4,85.0,0.0,8.0,171.0,0.0,3.0,54.01
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,ricciardo,1989-07-01,Australian,renault,7,5,102.0,0.0,4.0,144.0,0.0,5.0,53.957
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,albon,1996-03-23,Thai,red_bull,12,6,85.0,0.0,9.0,274.0,1.0,2.0,54.026
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,kvyat,1994-04-26,Russian,alphatauri,6,7,26.0,0.0,14.0,97.0,1.0,7.0,53.906
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,1,8,201.0,2.0,2.0,533.0,13.0,1.0,53.377
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,russell,1998-02-15,British,mercedes,2,9,0.0,0.0,21.0,533.0,13.0,1.0,53.403
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,norris,1999-11-13,British,mclaren,19,10,86.0,0.0,7.0,171.0,0.0,3.0,54.963
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,gasly,1996-02-07,French,alphatauri,9,11,71.0,1.0,10.0,97.0,1.0,7.0,54.154
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,vettel,1987-07-03,German,ferrari,13,12,33.0,0.0,13.0,131.0,0.0,6.0,54.175
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,giovinazzi,1993-12-14,Italian,alfa,14,13,4.0,0.0,17.0,8.0,0.0,8.0,54.377
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,raikkonen,1979-10-17,Finnish,alfa,18,14,4.0,0.0,16.0,8.0,0.0,8.0,54.892
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,kevin_magnussen,1992-10-05,Danish,haas,15,15,1.0,0.0,19.0,3.0,0.0,9.0,54.693
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,aitken,1995-09-23,British,williams,17,16,0.0,0.0,0.0,0.0,0.0,10.0,54.796
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,pietro_fittipaldi,1996-06-25,Brazilian,haas,20,17,0.0,0.0,0.0,3.0,0.0,9.0,55.426
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,latifi,1995-06-29,Canadian,williams,16,18,0.0,0.0,20.0,0.0,0.0,10.0,54.705
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,3,19,189.0,1.0,3.0,274.0,1.0,2.0,53.433
2020,16,bahrain,2020-12-06,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix,leclerc,1997-10-16,Monegasque,ferrari,4,20,98.0,0.0,6.0,131.0,0.0,6.0,53.613
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,max_verstappen,1997-09-30,Dutch,red_bull,1,1,189.0,1.0,3.0,282.0,1.0,2.0,1:35.246
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,bottas,1989-08-28,Finnish,mercedes,2,2,205.0,2.0,2.0,540.0,13.0,1.0,1:35.271
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,hamilton,1985-01-07,British,mercedes,3,3,332.0,11.0,1.0,540.0,13.0,1.0,1:35.332
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,albon,1996-03-23,Thai,red_bull,5,4,93.0,0.0,8.0,282.0,1.0,2.0,1:35.571
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,norris,1999-11-13,British,mclaren,4,5,87.0,0.0,9.0,184.0,0.0,4.0,1:35.497
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,sainz,1994-09-01,Spanish,mclaren,6,6,97.0,0.0,7.0,184.0,0.0,4.0,1:35.815
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,ricciardo,1989-07-01,Australian,renault,11,7,112.0,0.0,5.0,172.0,0.0,5.0,1:36.406
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,gasly,1996-02-07,French,alphatauri,9,8,71.0,1.0,11.0,103.0,1.0,7.0,1:36.242
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,ocon,1996-09-17,French,renault,10,9,60.0,0.0,12.0,172.0,0.0,5.0,1:36.359
2020,17,yas_marina,2020-12-13,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix,stroll,1998-10-29,Canadian,racing_point,8,10,74.0,0.0,10.0,194.0,1.0,3.0,1:36.046
