driver_name,fp_pos_1,fp_time_1,season,round,fp_pos_2,fp_time_2,fp_pos_3,fp_time_3,fl_pos,fl_time,initial_tyre,num_o_ps,qualifying_position,qualifying_time,sprint_position,sprint_laps,sprint_time,has_sprint,qualifying_sprint_position,qualifying_sprint_time,sprint_fl_pos,sprint_fl_time
alex albon,9.0,79068.0,2020,9,4.0,77971.0,8.0,77538.0,3.0,80039.0,S,5.0,4.0,75954.0,,,,,,,,
daniel ricciardo,10.0,79140.0,2020,9,5.0,78039.0,17.0,78142.0,4.0,80426.0,S,5.0,8.0,76543.0,,,,,,,,
kimi raikkonen,11.0,79219.0,2020,9,9.0,78385.0,14.0,77843.0,6.0,81164.0,M,6.0,13.0,76854.0,,,,,,,,
romain grosjean,12.0,79224.0,2020,9,20.0,79257.0,10.0,77635.0,13.0,82263.0,M,5.0,15.0,77254.0,,,,,,,,
sebastian vettel,13.0,79267.0,2020,9,12.0,78498.0,18.0,78186.0,8.0,81202.0,S,6.0,14.0,76858.0,,,,,,,,
antonio giovinazzi,14.0,79322.0,2020,9,17.0,78944.0,13.0,77812.0,16.0,133809.0,S,,17.0,77220.0,,,,,,,,
carlos sainz,15.0,79457.0,2020,9,13.0,78651.0,12.0,77768.0,18.0,134103.0,S,,9.0,77870.0,,,,,,,,
george russell,16.0,79478.0,2020,9,16.0,78843.0,20.0,,11.0,81645.0,M,5.0,18.0,77232.0,,,,,,,,
kevin magnussen,17.0,79551.0,2020,9,19.0,79113.0,15.0,78039.0,17.0,133812.0,S,,20.0,77348.0,,,,,,,,
lance stroll,18.0,79836.0,2020,9,11.0,78462.0,4.0,77112.0,12.0,82068.0,S,3.0,6.0,76356.0,,,,,,,,
sergio perez,19.0,79840.0,2020,9,7.0,78198.0,6.0,77341.0,5.0,80632.0,S,5.0,7.0,76311.0,,,,,,,,
nicholas latifi,20.0,80034.0,2020,9,18.0,78983.0,16.0,78072.0,14.0,131365.0,M,,19.0,77320.0,,,,,,,,
valtteri bottas,1.0,94923.0,2020,10,1.0,93519.0,2.0,94055.0,1.0,97030.0,M,1.0,3.0,91956.0,,,,,,,,
daniel ricciardo,2.0,95430.0,2020,10,3.0,94577.0,10.0,94787.0,6.0,97886.0,S,1.0,5.0,92364.0,,,,,,,,
max verstappen,3.0,95577.0,2020,10,7.0,95048.0,6.0,94306.0,3.0,97332.0,M,1.0,2.0,91867.0,,,,,,,,
sergio perez,4.0,95796.0,2020,10,6.0,94890.0,5.0,94252.0,8.0,98141.0,S,1.0,4.0,92317.0,,,,,,,,
lance stroll,5.0,95965.0,2020,10,17.0,95627.0,8.0,94732.0,,,M,,12.0,93364.0,,,,,,,,
esteban ocon,6.0,96061.0,2020,10,9.0,95139.0,4.0,94239.0,13.0,99216.0,S,1.0,7.0,92624.0,,,,,,,,
daniil kvyat,7.0,96230.0,2020,10,13.0,95461.0,9.0,94768.0,12.0,99133.0,H,1.0,11.0,93249.0,,,,,,,,
alex albon,8.0,96254.0,2020,10,12.0,95242.0,19.0,95603.0,9.0,98377.0,S,2.0,15.0,93008.0,,,,,,,,
sebastian vettel,9.0,96323.0,2020,10,10.0,95183.0,7.0,94594.0,14.0,99588.0,M,1.0,14.0,93609.0,,,,,,,,
pierre gasly,10.0,96706.0,2020,10,11.0,95210.0,11.0,94792.0,2.0,97231.0,S,2.0,9.0,93000.0,,,,,,,,
charles leclerc,11.0,96896.0,2020,10,8.0,95052.0,12.0,94806.0,11.0,99053.0,M,1.0,10.0,93239.0,,,,,,,,
carlos sainz,12.0,96970.0,2020,10,4.0,94723.0,3.0,94096.0,,,S,,6.0,92550.0,,,,,,,,
lando norris,13.0,97110.0,2020,10,5.0,94847.0,20.0,95981.0,5.0,97377.0,S,2.0,8.0,92847.0,,,,,,,,
antonio giovinazzi,14.0,97201.0,2020,10,19.0,96053.0,17.0,95590.0,16.0,99766.0,M,1.0,17.0,94594.0,,,,,,,,
kimi raikkonen,15.0,97230.0,2020,10,14.0,95516.0,18.0,95599.0,10.0,98858.0,H,1.0,19.0,95267.0,,,,,,,,
kevin magnussen,16.0,97430.0,2020,10,18.0,95729.0,16.0,95451.0,17.0,100380.0,M,1.0,18.0,94681.0,,,,,,,,
george russell,17.0,97595.0,2020,10,16.0,95575.0,13.0,94979.0,4.0,97352.0,M,3.0,13.0,93583.0,,,,,,,,
romain grosjean,18.0,97649.0,2020,10,20.0,96858.0,14.0,95257.0,15.0,99614.0,M,2.0,16.0,94592.0,,,,,,,,
lewis hamilton,19.0,97716.0,2020,10,2.0,93786.0,1.0,93279.0,7.0,98075.0,S,1.0,1.0,91304.0,,,,,,,,
nicholas latifi,20.0,97784.0,2020,10,15.0,95563.0,15.0,95292.0,18.0,101044.0,M,1.0,20.0,95066.0,,,,,,,,
valtteri bottas,,,2020,11,,,1.0,86225.0,15.0,91884.0,S,2.0,1.0,85269.0,,,,,,,,
lewis hamilton,,,2020,11,,,2.0,86361.0,2.0,88145.0,S,2.0,2.0,85525.0,,,,,,,,
charles leclerc,,,2020,11,,,3.0,86681.0,10.0,90712.0,S,2.0,4.0,86035.0,,,,,,,,
max verstappen,,,2020,11,,,4.0,86896.0,1.0,88139.0,S,2.0,3.0,85562.0,,,,,,,,
sebastian vettel,,,2020,11,,,5.0,87038.0,7.0,90408.0,M,2.0,11.0,86738.0,,,,,,,,
lando norris,,,2020,11,,,6.0,87167.0,17.0,92328.0,S,1.0,8.0,86458.0,,,,,,,,
sergio perez,,,2020,11,,,7.0,87245.0,4.0,89700.0,S,2.0,9.0,86704.0,,,,,,,,
daniel ricciardo,,,2020,11,,,8.0,87392.0,3.0,89584.0,S,2.0,6.0,86223.0,,,,,,,,
alex albon,,,2020,11,,,9.0,87449.0,18.0,92330.0,S,2.0,5.0,86047.0,,,,,,,,
pierre gasly,,,2020,11,,,10.0,87528.0,5.0,90110.0,M,2.0,12.0,86776.0,,,,,,,,
esteban ocon,,,2020,11,,,11.0,87634.0,19.0,93189.0,S,1.0,7.0,86242.0,,,,,,,,
daniil kvyat,,,2020,11,,,12.0,87795.0,16.0,92214.0,M,2.0,13.0,86848.0,,,,,,,,
carlos sainz,,,2020,11,,,13.0,87924.0,6.0,90129.0,S,2.0,10.0,86709.0,,,,,,,,
kimi raikkonen,,,2020,11,,,14.0,87956.0,9.0,90512.0,S,2.0,19.0,87817.0,,,,,,,,
romain grosjean,,,2020,11,,,15.0,88115.0,14.0,91562.0,M,1.0,16.0,87552.0,,,,,,,,
kevin magnussen,,,2020,11,,,16.0,88293.0,8.0,90456.0,S,2.0,15.0,87125.0,,,,,,,,
george russell,,,2020,11,,,17.0,88343.0,20.0,94526.0,S,1.0,17.0,87564.0,,,,,,,,
antonio giovinazzi,,,2020,11,,,18.0,88370.0,12.0,90909.0,S,2.0,14.0,86936.0,,,,,,,,
nicholas latifi,,,2020,11,,,19.0,88941.0,13.0,91377.0,S,2.0,18.0,87812.0,,,,,,,,
nico hulkenberg,,,2020,11,,,,,11.0,90733.0,S,2.0,20.0,88021.0,,,,,,,,
valtteri bottas,1.0,78410.0,2020,12,1.0,77940.0,1.0,76654.0,2.0,79345.0,M,1.0,2.0,76754.0,,,,,,,,
lewis hamilton,2.0,78749.0,2020,12,8.0,79308.0,2.0,76680.0,1.0,78750.0,M,1.0,1.0,76652.0,,,,,,,,
max verstappen,3.0,79191.0,2020,12,2.0,78535.0,3.0,76812.0,4.0,79854.0,S,1.0,3.0,76904.0,,,,,,,,
charles leclerc,4.0,79309.0,2020,12,4.0,78838.0,6.0,77229.0,7.0,80408.0,M,1.0,4.0,77090.0,,,,,,,,
alex albon,5.0,79365.0,2020,12,10.0,79643.0,5.0,77117.0,5.0,79890.0,S,2.0,6.0,77437.0,,,,,,,,
carlos sainz,6.0,79441.0,2020,12,5.0,79113.0,7.0,77238.0,6.0,80268.0,S,1.0,7.0,77520.0,,,,,,,,
sergio perez,7.0,79907.0,2020,12,12.0,79901.0,8.0,77297.0,11.0,80802.0,S,2.0,5.0,77223.0,,,,,,,,
kimi raikkonen,8.0,79954.0,2020,12,15.0,80490.0,13.0,77922.0,15.0,81058.0,S,1.0,16.0,78201.0,,,,,,,,
daniel ricciardo,9.0,80058.0,2020,12,13.0,79987.0,14.0,77935.0,14.0,80906.0,S,1.0,10.0,,,,,,,,,
pierre gasly,10.0,80124.0,2020,12,7.0,79178.0,4.0,76930.0,9.0,80551.0,S,1.0,9.0,77803.0,,,,,,,,
sebastian vettel,11.0,80200.0,2020,12,6.0,79175.0,11.0,77685.0,10.0,80731.0,M,1.0,15.0,77919.0,,,,,,,,
lando norris,12.0,80207.0,2020,12,3.0,78743.0,9.0,77478.0,3.0,79360.0,S,2.0,8.0,77525.0,,,,,,,,
daniil kvyat,13.0,80278.0,2020,12,17.0,80729.0,12.0,77720.0,8.0,80449.0,M,2.0,13.0,77728.0,,,,,,,,
kevin magnussen,14.0,80846.0,2020,12,16.0,80680.0,18.0,78287.0,16.0,81460.0,H,1.0,19.0,78508.0,,,,,,,,
lance stroll,15.0,80954.0,2020,12,19.0,80983.0,16.0,78100.0,18.0,81694.0,M,3.0,12.0,77626.0,,,,,,,,
antonio giovinazzi,16.0,81009.0,2020,12,20.0,81396.0,17.0,78201.0,20.0,81893.0,M,1.0,17.0,78323.0,,,,,,,,
romain grosjean,17.0,81169.0,2020,12,18.0,80867.0,20.0,78454.0,17.0,81664.0,M,1.0,18.0,78364.0,,,,,,,,
george russell,18.0,81374.0,2020,12,11.0,79821.0,15.0,78032.0,13.0,80882.0,M,1.0,14.0,77788.0,,,,,,,,
esteban ocon,19.0,81673.0,2020,12,9.0,79496.0,10.0,77666.0,12.0,80859.0,M,1.0,11.0,77614.0,,,,,,,,
nicholas latifi,20.0,82054.0,2020,12,14.0,80465.0,19.0,78397.0,19.0,81859.0,M,1.0,20.0,78777.0,,,,,,,,
lewis hamilton,1.0,74726.0,2020,13,,,,,1.0,75484.0,M,2.0,2.0,73706.0,,,,,,,,
max verstappen,2.0,75023.0,2020,13,,,,,5.0,77637.0,M,1.0,3.0,74176.0,,,,,,,,
valtteri bottas,3.0,75218.0,2020,13,,,,,2.0,75902.0,M,2.0,1.0,73609.0,,,,,,,,
pierre gasly,4.0,75633.0,2020,13,,,,,20.0,80403.0,S,1.0,4.0,74502.0,,,,,,,,
charles leclerc,5.0,75688.0,2020,13,,,,,12.0,78173.0,S,1.0,7.0,74616.0,,,,,,,,
daniel ricciardo,6.0,75839.0,2020,13,,,,,4.0,77552.0,S,1.0,5.0,74520.0,,,,,,,,
esteban ocon,7.0,75945.0,2020,13,,,,,19.0,79606.0,M,1.0,12.0,75201.0,,,,,,,,
daniil kvyat,8.0,75966.0,2020,13,,,,,6.0,77666.0,S,2.0,8.0,74696.0,,,,,,,,
alex albon,9.0,76061.0,2020,13,,,,,3.0,76177.0,S,2.0,6.0,74572.0,,,,,,,,
lance stroll,10.0,76082.0,2020,13,,,,,13.0,78360.0,M,3.0,15.0,75494.0,,,,,,,,
sergio perez,11.0,76109.0,2020,13,,,,,9.0,78084.0,M,2.0,11.0,75061.0,,,,,,,,
sebastian vettel,12.0,76167.0,2020,13,,,,,7.0,77767.0,M,2.0,14.0,75385.0,,,,,,,,
romain grosjean,13.0,76550.0,2020,13,,,,,17.0,78822.0,M,2.0,16.0,75918.0,,,,,,,,
carlos sainz,14.0,76560.0,2020,13,,,,,11.0,78118.0,S,2.0,10.0,74911.0,,,,,,,,
antonio giovinazzi,15.0,76564.0,2020,13,,,,,15.0,78794.0,S,1.0,20.0,76208.0,,,,,,,,
lando norris,16.0,76671.0,2020,13,,,,,8.0,78069.0,S,2.0,9.0,74814.0,,,,,,,,
kimi raikkonen,17.0,76684.0,2020,13,,,,,10.0,78088.0,M,1.0,18.0,75953.0,,,,,,,,
george russell,18.0,76780.0,2020,13,,,,,16.0,78811.0,M,1.0,13.0,75323.0,,,,,,,,
kevin magnussen,19.0,77060.0,2020,13,,,,,18.0,79273.0,M,2.0,17.0,75939.0,,,,,,,,
nicholas latifi,20.0,77779.0,2020,13,,,,,14.0,78719.0,M,1.0,19.0,75987.0,,,,,,,,
max verstappen,1.0,95077.0,2020,14,1.0,88330.0,1.0,108485.0,3.0,98431.0,W,3.0,2.0,108055.0,,,,,,,,
alex albon,2.0,95318.0,2020,14,5.0,89363.0,3.0,110059.0,5.0,99099.0,W,2.0,4.0,110448.0,,,,,,,,
charles leclerc,3.0,95507.0,2020,14,2.0,88731.0,2.0,109430.0,11.0,99961.0,W,2.0,12.0,116696.0,,,,,,,,
pierre gasly,4.0,95543.0,2020,14,7.0,89944.0,14.0,122473.0,7.0,99586.0,W,2.0,19.0,118556.0,,,,,,,,
sebastian vettel,5.0,95620.0,2020,14,8.0,90022.0,6.0,114490.0,8.0,99662.0,W,2.0,11.0,115169.0,,,,,,,,
daniil kvyat,6.0,96738.0,2020,14,6.0,89689.0,17.0,129368.0,17.0,101019.0,W,1.0,16.0,129070.0,,,,,,,,
lando norris,7.0,97216.0,2020,14,10.0,90735.0,5.0,113995.0,1.0,96806.0,W,2.0,14.0,114945.0,,,,,,,,
antonio giovinazzi,8.0,97503.0,2020,14,13.0,91493.0,13.0,122325.0,20.0,111122.0,W,1.0,10.0,117226.0,,,,,,,,
valtteri bottas,9.0,97629.0,2020,14,3.0,88905.0,8.0,115666.0,2.0,98193.0,W,2.0,9.0,113258.0,,,,,,,,
esteban ocon,10.0,98428.0,2020,14,12.0,91380.0,4.0,113897.0,16.0,101006.0,W,2.0,7.0,112622.0,,,,,,,,
nicholas latifi,11.0,98508.0,2020,14,20.0,93488.0,19.0,,19.0,103495.0,I,3.0,18.0,141611.0,,,,,,,,
sergio perez,12.0,98612.0,2020,14,11.0,91104.0,7.0,115577.0,12.0,100392.0,W,1.0,3.0,109321.0,,,,,,,,
lance stroll,13.0,99484.0,2020,14,9.0,90297.0,10.0,116824.0,10.0,99921.0,W,2.0,1.0,107765.0,,,,,,,,
romain grosjean,14.0,100025.0,2020,14,18.0,92570.0,15.0,124748.0,18.0,103281.0,W,3.0,17.0,132909.0,,,,,,,,
lewis hamilton,15.0,100225.0,2020,14,4.0,89180.0,20.0,,6.0,99413.0,W,1.0,6.0,112560.0,,,,,,,,
kimi raikkonen,16.0,101035.0,2020,14,16.0,91932.0,16.0,126351.0,9.0,99743.0,W,3.0,8.0,112745.0,,,,,,,,
kevin magnussen,17.0,101854.0,2020,14,19.0,92807.0,9.0,115878.0,15.0,100948.0,W,3.0,13.0,128007.0,,,,,,,,
daniel ricciardo,18.0,105156.0,2020,14,15.0,91660.0,11.0,118475.0,13.0,100677.0,W,2.0,5.0,111595.0,,,,,,,,
carlos sainz,19.0,106462.0,2020,14,14.0,91498.0,12.0,119548.0,4.0,98754.0,W,2.0,15.0,115410.0,,,,,,,,
george russell,20.0,109256.0,2020,14,17.0,92302.0,18.0,,14.0,100814.0,I,2.0,20.0,130017.0,,,,,,,,
lewis hamilton,1.0,89033.0,2020,15,1.0,88971.0,2.0,88618.0,3.0,92864.0,M,3.0,1.0,87264.0,,,,,,,,
valtteri bottas,2.0,89482.0,2020,15,3.0,89336.0,3.0,88721.0,4.0,93352.0,M,4.0,2.0,87553.0,,,,,,,,
sergio perez,3.0,90000.0,2020,15,4.0,89403.0,10.0,89672.0,9.0,93629.0,M,3.0,5.0,88322.0,,,,,,,,
carlos sainz,4.0,90018.0,2020,15,13.0,90271.0,5.0,89455.0,5.0,93411.0,S,3.0,15.0,,,,,,,,,
pierre gasly,5.0,90049.0,2020,15,6.0,89551.0,6.0,89472.0,16.0,94817.0,M,2.0,8.0,88448.0,,,,,,,,
max verstappen,6.0,90294.0,2020,15,2.0,89318.0,1.0,88355.0,1.0,92014.0,M,4.0,3.0,87678.0,,,,,,,,
alex albon,7.0,90302.0,2020,15,10.0,90014.0,4.0,89018.0,10.0,93684.0,M,3.0,4.0,88274.0,,,,,,,,
esteban ocon,8.0,90384.0,2020,15,11.0,90085.0,12.0,89691.0,13.0,94354.0,M,3.0,7.0,88419.0,,,,,,,,
lance stroll,9.0,90426.0,2020,15,8.0,89871.0,9.0,89660.0,,,M,1.0,13.0,89557.0,,,,,,,,
daniel ricciardo,10.0,90508.0,2020,15,5.0,89462.0,11.0,89684.0,2.0,92827.0,M,3.0,6.0,88417.0,,,,,,,,
charles leclerc,11.0,90589.0,2020,15,14.0,90407.0,15.0,90183.0,8.0,93625.0,H,3.0,12.0,89165.0,,,,,,,,
sebastian vettel,12.0,90628.0,2020,15,12.0,90110.0,13.0,89859.0,11.0,93861.0,M,3.0,11.0,89149.0,,,,,,,,
robert kubica,13.0,90732.0,2020,15,,,,,,,,,,,,,,,,,,
romain grosjean,14.0,90832.0,2020,15,19.0,91119.0,17.0,90652.0,,,H,,19.0,90138.0,,,,,,,,
kevin magnussen,15.0,90854.0,2020,15,16.0,90849.0,18.0,90759.0,18.0,95241.0,M,4.0,18.0,90111.0,,,,,,,,
antonio giovinazzi,16.0,90896.0,2020,15,15.0,90627.0,14.0,89970.0,14.0,94536.0,M,3.0,16.0,89491.0,,,,,,,,
daniil kvyat,17.0,91020.0,2020,15,9.0,89900.0,8.0,89585.0,12.0,94141.0,M,3.0,10.0,88618.0,,,,,,,,
lando norris,18.0,91392.0,2020,15,7.0,89841.0,7.0,89567.0,7.0,93588.0,M,3.0,9.0,88542.0,,,,,,,,
nicholas latifi,19.0,92472.0,2020,15,18.0,90973.0,20.0,90917.0,15.0,94591.0,H,3.0,20.0,90182.0,,,,,,,,
roy nissany,20.0,92801.0,2020,15,,,,,,,,,,,,,,,,,,
kimi raikkonen,,,2020,15,17.0,90928.0,19.0,90823.0,6.0,93573.0,M,3.0,17.0,89810.0,,,,,,,,
george russell,,,2020,15,20.0,91636.0,16.0,90559.0,17.0,95042.0,M,3.0,14.0,91218.0,,,,,,,,
george russell,1.0,54546.0,2020,16,1.0,54713.0,7.0,54664.0,1.0,55404.0,M,4.0,2.0,53403.0,,,,,,,,
max verstappen,2.0,54722.0,2020,16,2.0,54841.0,1.0,54064.0,,,S,,3.0,53433.0,,,,,,,,
alex albon,3.0,54811.0,2020,16,5.0,55036.0,6.0,54629.0,8.0,57056.0,M,2.0,12.0,54026.0,,,,,,,,
valtteri bottas,4.0,54868.0,2020,16,11.0,55321.0,2.0,54270.0,2.0,56563.0,M,2.0,1.0,53377.0,,,,,,,,
daniil kvyat,5.0,55011.0,2020,16,6.0,55068.0,12.0,54850.0,7.0,57001.0,S,2.0,6.0,53906.0,,,,,,,,
pierre gasly,6.0,55166.0,2020,16,9.0,55133.0,3.0,54427.0,10.0,57220.0,S,2.0,9.0,54154.0,,,,,,,,
esteban ocon,7.0,55273.0,2020,16,4.0,54940.0,4.0,54453.0,12.0,57350.0,M,1.0,11.0,53995.0,,,,,,,,
sebastian vettel,8.0,55281.0,2020,16,16.0,55830.0,15.0,54858.0,5.0,56905.0,M,3.0,13.0,54175.0,,,,,,,,
daniel ricciardo,9.0,55379.0,2020,16,8.0,55124.0,14.0,54857.0,6.0,56979.0,S,2.0,7.0,53957.0,,,,,,,,
charles leclerc,10.0,55449.0,2020,16,20.0,,13.0,54854.0,,,S,,4.0,53613.0,,,,,,,,
lance stroll,11.0,55558.0,2020,16,7.0,55104.0,9.0,54693.0,14.0,57388.0,S,1.0,10.0,54200.0,,,,,,,,
sergio perez,12.0,55716.0,2020,16,3.0,54866.0,8.0,54678.0,3.0,56789.0,S,2.0,5.0,53790.0,,,,,,,,
carlos sainz,13.0,55757.0,2020,16,10.0,55258.0,10.0,54720.0,9.0,57165.0,S,2.0,8.0,54010.0,,,,,,,,
kimi raikkonen,14.0,55783.0,2020,16,12.0,55484.0,16.0,55171.0,13.0,57375.0,M,3.0,18.0,54963.0,,,,,,,,
antonio giovinazzi,15.0,55858.0,2020,16,13.0,55533.0,11.0,54845.0,4.0,56887.0,M,2.0,14.0,54377.0,,,,,,,,
lando norris,16.0,56078.0,2020,16,17.0,56031.0,5.0,54606.0,11.0,57270.0,S,2.0,19.0,54693.0,,,,,,,,
kevin magnussen,17.0,56130.0,2020,16,14.0,55738.0,17.0,55347.0,16.0,57516.0,S,2.0,15.0,54705.0,,,,,,,,
nicholas latifi,18.0,56764.0,2020,16,15.0,55784.0,18.0,55493.0,18.0,58206.0,S,1.0,16.0,54796.0,,,,,,,,
pietro fittipaldi,19.0,57077.0,2020,16,18.0,56110.0,19.0,55666.0,17.0,57742.0,S,3.0,20.0,55426.0,,,,,,,,
jack aitken,20.0,57187.0,2020,16,19.0,56260.0,20.0,55670.0,15.0,57392.0,M,3.0,17.0,54892.0,,,,,,,,
max verstappen,1.0,97378.0,2020,17,3.0,97046.0,1.0,96251.0,2.0,100958.0,M,1.0,1.0,95246.0,,,,,,,,
valtteri bottas,2.0,97412.0,2020,17,1.0,96276.0,9.0,97085.0,3.0,101131.0,M,1.0,2.0,95271.0,,,,,,,,
esteban ocon,3.0,98515.0,2020,17,6.0,97505.0,4.0,96899.0,18.0,102894.0,M,1.0,10.0,96359.0,,,,,,,,
alex albon,4.0,98547.0,2020,17,4.0,97263.0,2.0,96752.0,4.0,101227.0,S,1.0,5.0,95571.0,,,,,,,,
lewis hamilton,5.0,98744.0,2020,17,2.0,96479.0,6.0,97012.0,5.0,101420.0,M,1.0,3.0,95332.0,,,,,,,,
lance stroll,6.0,98831.0,2020,17,10.0,97560.0,7.0,97030.0,9.0,101866.0,S,1.0,8.0,96046.0,,,,,,,,
sergio perez,7.0,98956.0,2020,17,7.0,97506.0,10.0,97227.0,19.0,103263.0,H,,19.0,,,,,,,,,
daniil kvyat,8.0,99150.0,2020,17,11.0,97596.0,11.0,97266.0,17.0,102704.0,S,1.0,7.0,95963.0,,,,,,,,
pierre gasly,9.0,99160.0,2020,17,13.0,97900.0,13.0,97371.0,15.0,102474.0,S,1.0,9.0,96242.0,,,,,,,,
kimi raikkonen,10.0,99199.0,2020,17,14.0,98068.0,17.0,98269.0,14.0,102148.0,M,1.0,15.0,97555.0,,,,,,,,
carlos sainz,11.0,99330.0,2020,17,12.0,97616.0,8.0,97068.0,11.0,101947.0,M,1.0,6.0,95815.0,,,,,,,,
charles leclerc,12.0,99344.0,2020,17,8.0,97508.0,12.0,97270.0,10.0,101908.0,M,1.0,12.0,96065.0,,,,,,,,
lando norris,13.0,99352.0,2020,17,5.0,97438.0,5.0,96994.0,12.0,101964.0,S,1.0,4.0,95497.0,,,,,,,,
sebastian vettel,14.0,99670.0,2020,17,15.0,98198.0,14.0,97728.0,6.0,101475.0,H,1.0,13.0,96631.0,,,,,,,,
robert kubica,15.0,99905.0,2020,17,,,,,,,,,,,,,,,,,,
george russell,16.0,100446.0,2020,17,18.0,98817.0,15.0,97886.0,20.0,103328.0,M,1.0,16.0,98045.0,,,,,,,,
nicholas latifi,17.0,101063.0,2020,17,20.0,99132.0,19.0,98765.0,16.0,102497.0,M,2.0,18.0,98443.0,,,,,,,,
mick schumacher,18.0,101235.0,2020,17,,,,,,,,,,,,,,,,,,
pietro fittipaldi,19.0,104069.0,2020,17,19.0,99027.0,20.0,99159.0,8.0,101707.0,M,3.0,17.0,98173.0,,,,,,,,
daniel ricciardo,20.0,,2020,17,9.0,97508.0,3.0,96877.0,1.0,100926.0,H,1.0,11.0,96406.0,,,,,,,,
kevin magnussen,,,2020,17,16.0,98504.0,18.0,98457.0,13.0,101999.0,H,2.0,20.0,97863.0,,,,,,,,
antonio giovinazzi,,,2020,17,17.0,98564.0,16.0,97900.0,7.0,101675.0,M,1.0,14.0,98248.0,,,,,,,,
max verstappen,1.0,91394.0,2021,1,1.0,90847.0,1.0,90577.0,2.0,93228.0,M,2.0,1.0,88997.0,,,,,,,,
valtteri bottas,2.0,91692.0,2021,1,5.0,91218.0,4.0,91855.0,1.0,92090.0,M,3.0,3.0,89586.0,,,,,,,,
lando norris,3.0,91897.0,2021,1,2.0,90942.0,16.0,92860.0,6.0,94396.0,S,2.0,7.0,89974.0,,,,,,,,
lewis hamilton,4.0,91921.0,2021,1,3.0,91082.0,2.0,91316.0,4.0,94015.0,M,2.0,2.0,89385.0,,,,,,,,
charles leclerc,5.0,91993.0,2021,1,12.0,91612.0,11.0,92482.0,11.0,94988.0,S,2.0,4.0,89678.0,,,,,,,,
sergio perez,6.0,92071.0,2021,1,10.0,91503.0,5.0,91908.0,3.0,93970.0,M,3.0,11.0,90659.0,,,,,,,,
pierre gasly,7.0,92195.0,2021,1,9.0,91483.0,3.0,91583.0,5.0,94090.0,M,4.0,5.0,89809.0,,,,,,,,
carlos sainz,8.0,92366.0,2021,1,4.0,91127.0,6.0,92108.0,7.0,94509.0,S,2.0,8.0,90215.0,,,,,,,,
daniel ricciardo,9.0,92434.0,2021,1,6.0,91230.0,10.0,92477.0,10.0,94932.0,S,2.0,6.0,89927.0,,,,,,,,
antonio giovinazzi,10.0,92786.0,2021,1,13.0,91740.0,12.0,92500.0,13.0,95122.0,M,2.0,12.0,90708.0,,,,,,,,
kimi raikkonen,11.0,93134.0,2021,1,16.0,91862.0,7.0,92224.0,14.0,95192.0,M,2.0,14.0,91238.0,,,,,,,,
sebastian vettel,12.0,93157.0,2021,1,14.0,91769.0,14.0,92755.0,16.0,95566.0,M,1.0,20.0,92056.0,,,,,,,,
lance stroll,13.0,93233.0,2021,1,8.0,91393.0,9.0,92431.0,9.0,94865.0,S,2.0,10.0,90601.0,,,,,,,,
yuki tsunoda,14.0,93329.0,2021,1,7.0,91294.0,13.0,92709.0,8.0,94761.0,M,2.0,13.0,91203.0,,,,,,,,
esteban ocon,15.0,93528.0,2021,1,11.0,91601.0,8.0,92423.0,15.0,95250.0,S,2.0,16.0,91724.0,,,,,,,,
fernando alonso,16.0,93872.0,2021,1,15.0,91770.0,15.0,92820.0,17.0,96063.0,S,3.0,9.0,90249.0,,,,,,,,
george russell,17.0,94127.0,2021,1,17.0,92331.0,17.0,93323.0,12.0,95036.0,S,2.0,15.0,93430.0,,,,,,,,
nicholas latifi,18.0,94340.0,2021,1,19.0,93400.0,20.0,93959.0,19.0,96602.0,S,3.0,17.0,91936.0,,,,,,,,
mick schumacher,19.0,94501.0,2021,1,18.0,93297.0,18.0,93422.0,18.0,96134.0,M,2.0,18.0,92449.0,,,,,,,,
nikita mazepin,20.0,94975.0,2021,1,20.0,93449.0,19.0,93622.0,,,M,,19.0,93273.0,,,,,,,,
valtteri bottas,1.0,76564.0,2021,2,1.0,75551.0,8.0,75908.0,19.0,88485.0,I,1.0,8.0,74898.0,,,,,,,,
lewis hamilton,2.0,76605.0,2021,2,2.0,75561.0,3.0,75515.0,1.0,76702.0,I,4.0,1.0,74411.0,,,,,,,,
max verstappen,3.0,76622.0,2021,2,14.0,76999.0,1.0,74958.0,2.0,77524.0,I,2.0,3.0,74498.0,,,,,,,,
charles leclerc,4.0,76796.0,2021,2,5.0,76371.0,5.0,75738.0,6.0,78379.0,I,2.0,4.0,74740.0,,,,,,,,
pierre gasly,5.0,76888.0,2021,2,3.0,75629.0,6.0,75890.0,8.0,78782.0,W,4.0,5.0,74790.0,,,,,,,,
carlos sainz,6.0,76888.0,2021,2,4.0,75834.0,7.0,75908.0,7.0,78490.0,I,2.0,11.0,75199.0,,,,,,,,
fernando alonso,7.0,77457.0,2021,2,13.0,76835.0,9.0,76186.0,13.0,79396.0,I,3.0,15.0,75593.0,,,,,,,,
lance stroll,8.0,77489.0,2021,2,10.0,76737.0,12.0,76245.0,9.0,78994.0,I,3.0,10.0,,,,,,,,,
nicholas latifi,9.0,77739.0,2021,2,12.0,76823.0,17.0,76537.0,,,I,,14.0,75593.0,,,,,,,,
daniel ricciardo,10.0,77769.0,2021,2,18.0,77281.0,13.0,76253.0,12.0,79341.0,I,2.0,6.0,74826.0,,,,,,,,
