driver_name,fp_pos_1,fp_time_1,season,round,fp_pos_2,fp_time_2,fp_pos_3,fp_time_3,fl_pos,fl_time,initial_tyre,num_o_ps,qualifying_position,qualifying_time,sprint_position,sprint_laps,sprint_time,has_sprint,qualifying_sprint_position,qualifying_sprint_time,sprint_fl_pos,sprint_fl_time
kimi raikkonen,14.0,79532.0,2019,20,8.0,70210.0,11.0,69619.0,15.0,73135.0,S,2.0,8.0,68984.0,,,,,,,,
antonio giovinazzi,15.0,79600.0,2019,20,13.0,70419.0,8.0,69462.0,14.0,73020.0,S,2.0,12.0,68919.0,,,,,,,,
nicholas latifi,16.0,80010.0,2019,20,,,,,,,,,,,,,,,,,,
romain grosjean,17.0,,2019,20,16.0,70504.0,16.0,69798.0,18.0,73619.0,S,2.0,7.0,68854.0,,,,,,,,
sergio perez,18.0,,2019,20,15.0,70443.0,17.0,69995.0,12.0,72840.0,S,2.0,15.0,69035.0,,,,,,,,
max verstappen,19.0,,2019,20,3.0,69351.0,2.0,68346.0,2.0,70862.0,S,3.0,1.0,67508.0,,,,,,,,
lewis hamilton,20.0,,2019,20,5.0,69440.0,1.0,68320.0,3.0,71082.0,S,3.0,3.0,67699.0,,,,,,,,
robert kubica,,,2019,20,20.0,,20.0,71205.0,20.0,74553.0,M,4.0,19.0,70614.0,,,,,,,,
valtteri bottas,1.0,96957.0,2019,21,1.0,96256.0,3.0,96655.0,2.0,99715.0,M,1.0,20.0,94973.0,,,,,,,,
max verstappen,2.0,97492.0,2019,21,5.0,96807.0,1.0,96566.0,5.0,101119.0,M,1.0,2.0,95139.0,,,,,,,,
lewis hamilton,3.0,97591.0,2019,21,2.0,96566.0,2.0,96640.0,1.0,99283.0,M,1.0,1.0,94779.0,,,,,,,,
alex albon,4.0,98084.0,2019,21,6.0,97288.0,4.0,96927.0,8.0,102219.0,M,1.0,5.0,95682.0,,,,,,,,
sebastian vettel,5.0,98906.0,2019,21,4.0,96691.0,5.0,96975.0,3.0,100128.0,S,2.0,4.0,95339.0,,,,,,,,
romain grosjean,6.0,99146.0,2019,21,7.0,97601.0,11.0,97768.0,18.0,103666.0,M,1.0,15.0,98051.0,,,,,,,,
charles leclerc,7.0,99249.0,2019,21,3.0,96642.0,6.0,97010.0,4.0,100442.0,M,2.0,3.0,95219.0,,,,,,,,
kevin magnussen,8.0,99350.0,2019,21,14.0,98080.0,14.0,98198.0,19.0,103790.0,M,1.0,14.0,97254.0,,,,,,,,
antonio giovinazzi,9.0,99423.0,2019,21,18.0,98464.0,18.0,98782.0,15.0,103256.0,S,2.0,16.0,98114.0,,,,,,,,
nico hulkenberg,10.0,99505.0,2019,21,15.0,98122.0,17.0,98580.0,16.0,103274.0,S,1.0,9.0,96710.0,,,,,,,,
lando norris,11.0,99628.0,2019,21,12.0,97918.0,13.0,98100.0,12.0,103026.0,S,1.0,6.0,96436.0,,,,,,,,
lance stroll,12.0,99864.0,2019,21,13.0,97985.0,15.0,98462.0,17.0,103326.0,M,3.0,12.0,97103.0,,,,,,,,
kimi raikkonen,13.0,99888.0,2019,21,17.0,98415.0,16.0,98514.0,14.0,103142.0,M,1.0,17.0,98383.0,,,,,,,,
sergio perez,14.0,99901.0,2019,21,8.0,97637.0,7.0,97516.0,11.0,102639.0,M,1.0,10.0,97055.0,,,,,,,,
daniil kvyat,15.0,99969.0,2019,21,9.0,97651.0,12.0,97963.0,9.0,102222.0,H,1.0,13.0,97141.0,,,,,,,,
pierre gasly,16.0,100401.0,2019,21,10.0,97770.0,10.0,97736.0,10.0,102414.0,M,1.0,11.0,97089.0,,,,,,,,
carlos sainz,17.0,100687.0,2019,21,11.0,97834.0,9.0,97691.0,7.0,101294.0,S,2.0,8.0,96459.0,,,,,,,,
robert kubica,18.0,100792.0,2019,21,20.0,100455.0,20.0,99859.0,20.0,104500.0,H,1.0,19.0,99236.0,,,,,,,,
daniel ricciardo,19.0,100850.0,2019,21,16.0,98400.0,8.0,97615.0,6.0,101190.0,S,2.0,7.0,96456.0,,,,,,,,
george russell,20.0,101362.0,2019,21,19.0,99512.0,19.0,99206.0,13.0,103074.0,H,1.0,18.0,98717.0,,,,,,,,
lewis hamilton,1.0,64816.0,2020,1,1.0,64304.0,1.0,64130.0,3.0,67712.0,S,2.0,5.0,62951.0,,,,,,,,
valtteri bottas,2.0,65172.0,2020,1,2.0,64501.0,2.0,64277.0,2.0,67657.0,S,2.0,1.0,62939.0,,,,,,,,
max verstappen,3.0,65418.0,2020,1,8.0,65215.0,3.0,64413.0,15.0,69351.0,M,1.0,2.0,63477.0,,,,,,,,
carlos sainz,4.0,65431.0,2020,1,10.0,65352.0,13.0,65177.0,5.0,67974.0,S,3.0,8.0,63971.0,,,,,,,,
sergio perez,5.0,65512.0,2020,1,3.0,64945.0,4.0,64605.0,6.0,68305.0,S,2.0,6.0,63868.0,,,,,,,,
lando norris,6.0,65621.0,2020,1,6.0,65087.0,10.0,64950.0,1.0,67475.0,S,3.0,3.0,63626.0,,,,,,,,
alex albon,7.0,65701.0,2020,1,13.0,65453.0,6.0,64725.0,7.0,68432.0,S,3.0,4.0,63868.0,,,,,,,,
daniel ricciardo,8.0,65860.0,2020,1,5.0,64972.0,12.0,65088.0,19.0,70610.0,S,1.0,10.0,64239.0,,,,,,,,
kevin magnussen,9.0,65907.0,2020,1,15.0,65678.0,17.0,65648.0,20.0,70720.0,M,,16.0,65164.0,,,,,,,,
charles leclerc,10.0,65924.0,2020,1,9.0,65298.0,5.0,64703.0,4.0,67901.0,S,3.0,7.0,63923.0,,,,,,,,
lance stroll,11.0,66074.0,2020,1,7.0,65135.0,8.0,64918.0,18.0,70326.0,S,1.0,9.0,64029.0,,,,,,,,
sebastian vettel,12.0,66077.0,2020,1,4.0,64961.0,7.0,64851.0,8.0,68623.0,M,3.0,11.0,64206.0,,,,,,,,
esteban ocon,13.0,66270.0,2020,1,11.0,65415.0,11.0,65037.0,10.0,68932.0,M,2.0,14.0,64643.0,,,,,,,,
antonio giovinazzi,14.0,66360.0,2020,1,14.0,65608.0,18.0,65654.0,9.0,68796.0,M,3.0,18.0,65175.0,,,,,,,,
kimi raikkonen,15.0,66365.0,2020,1,19.0,66278.0,19.0,65773.0,12.0,69031.0,M,2.0,19.0,65224.0,,,,,,,,
pierre gasly,16.0,66404.0,2020,1,17.0,66016.0,9.0,64949.0,11.0,69025.0,M,2.0,12.0,64305.0,,,,,,,,
george russell,17.0,66495.0,2020,1,18.0,66125.0,16.0,65565.0,14.0,69317.0,M,1.0,17.0,65167.0,,,,,,,,
nicholas latifi,18.0,66906.0,2020,1,20.0,67124.0,20.0,67049.0,16.0,69662.0,M,3.0,20.0,65757.0,,,,,,,,
daniil kvyat,19.0,66943.0,2020,1,12.0,65443.0,14.0,65290.0,13.0,69135.0,M,3.0,13.0,64431.0,,,,,,,,
romain grosjean,20.0,106361.0,2020,1,16.0,65908.0,15.0,65363.0,17.0,70228.0,M,2.0,15.0,64691.0,,,,,,,,
sergio perez,1.0,64867.0,2020,2,3.0,63877.0,,,4.0,67188.0,S,1.0,17.0,81607.0,,,,,,,,
max verstappen,2.0,64963.0,2020,2,1.0,63660.0,,,2.0,66145.0,S,2.0,2.0,80489.0,,,,,,,,
valtteri bottas,3.0,65089.0,2020,2,2.0,63703.0,,,7.0,67534.0,S,1.0,4.0,80701.0,,,,,,,,
lewis hamilton,4.0,65120.0,2020,2,6.0,64348.0,,,3.0,66719.0,S,1.0,1.0,79273.0,,,,,,,,
lance stroll,5.0,65396.0,2020,2,4.0,64241.0,,,10.0,67833.0,S,1.0,12.0,79645.0,,,,,,,,
alex albon,6.0,65483.0,2020,2,7.0,64437.0,,,6.0,67299.0,S,1.0,6.0,81011.0,,,,,,,,
carlos sainz,7.0,65602.0,2020,2,5.0,64333.0,,,1.0,65619.0,S,2.0,3.0,80671.0,,,,,,,,
pierre gasly,8.0,65698.0,2020,2,11.0,64757.0,,,8.0,67827.0,S,2.0,7.0,81028.0,,,,,,,,
daniel ricciardo,9.0,65769.0,2020,2,20.0,,,,9.0,67832.0,M,1.0,8.0,81192.0,,,,,,,,
sebastian vettel,10.0,65770.0,2020,2,16.0,65613.0,,,,,M,1.0,10.0,81651.0,,,,,,,,
daniil kvyat,11.0,65815.0,2020,2,12.0,65050.0,,,13.0,68378.0,M,1.0,13.0,79717.0,,,,,,,,
charles leclerc,12.0,65837.0,2020,2,9.0,64706.0,,,19.0,95379.0,S,2.0,14.0,79628.0,,,,,,,,
esteban ocon,13.0,65874.0,2020,2,10.0,64746.0,,,18.0,69321.0,S,1.0,5.0,80922.0,,,,,,,,
lando norris,14.0,65908.0,2020,2,8.0,64541.0,,,5.0,67193.0,S,1.0,9.0,80925.0,,,,,,,,
kimi raikkonen,15.0,66441.0,2020,2,13.0,65152.0,,,14.0,68382.0,M,1.0,16.0,81372.0,,,,,,,,
romain grosjean,16.0,66446.0,2020,2,19.0,66096.0,,,12.0,68047.0,S,1.0,20.0,,,,,,,,,
jack aitken,17.0,66768.0,2020,2,,,,,,,,,,,,,,,,,,
robert kubica,18.0,66797.0,2020,2,,,,,,,,,,,,,,,,,,
nicholas latifi,19.0,69598.0,2020,2,17.0,65655.0,,,17.0,68806.0,M,1.0,18.0,81759.0,,,,,,,,
kevin magnussen,20.0,,2020,2,18.0,65790.0,,,11.0,68009.0,S,1.0,15.0,80211.0,,,,,,,,
antonio giovinazzi,,,2020,2,14.0,65365.0,,,15.0,68512.0,M,1.0,19.0,81831.0,,,,,,,,
george russell,,,2020,2,15.0,65588.0,,,16.0,68601.0,S,1.0,11.0,79636.0,,,,,,,,
lewis hamilton,1.0,76003.0,2020,3,16.0,,2.0,75479.0,1.0,76627.0,I,3.0,1.0,73447.0,,,,,,,,
valtteri bottas,2.0,76089.0,2020,3,2.0,100736.0,1.0,75437.0,2.0,77665.0,I,3.0,2.0,73554.0,,,,,,,,
sergio perez,3.0,76530.0,2020,3,5.0,102470.0,3.0,75598.0,10.0,80090.0,I,2.0,4.0,74545.0,,,,,,,,
lance stroll,4.0,76967.0,2020,3,4.0,102380.0,5.0,76033.0,3.0,78973.0,I,3.0,3.0,74377.0,,,,,,,,
daniel ricciardo,5.0,77200.0,2020,3,15.0,,10.0,76508.0,7.0,79532.0,I,2.0,11.0,75661.0,,,,,,,,
sebastian vettel,6.0,77238.0,2020,3,1.0,100464.0,8.0,76351.0,14.0,80363.0,I,2.0,5.0,74774.0,,,,,,,,
charles leclerc,7.0,77404.0,2020,3,10.0,103725.0,4.0,75781.0,16.0,80821.0,I,2.0,6.0,74817.0,,,,,,,,
max verstappen,8.0,77435.0,2020,3,7.0,102820.0,6.0,76084.0,4.0,79184.0,I,2.0,7.0,74849.0,,,,,,,,
lando norris,9.0,77523.0,2020,3,12.0,106000.0,7.0,76193.0,8.0,79945.0,I,2.0,8.0,74966.0,,,,,,,,
esteban ocon,10.0,77615.0,2020,3,14.0,,13.0,76706.0,13.0,80261.0,I,2.0,14.0,75742.0,,,,,,,,
carlos sainz,11.0,77675.0,2020,3,3.0,101784.0,11.0,76545.0,6.0,79457.0,I,2.0,9.0,75027.0,,,,,,,,
kevin magnussen,12.0,77713.0,2020,3,20.0,,16.0,77086.0,15.0,80477.0,M,1.0,16.0,76152.0,,,,,,,,
alex albon,13.0,77727.0,2020,3,19.0,,12.0,76582.0,5.0,79440.0,I,2.0,13.0,75715.0,,,,,,,,
romain grosjean,14.0,77890.0,2020,3,8.0,103335.0,15.0,76866.0,17.0,80889.0,M,1.0,18.0,76407.0,,,,,,,,
nicholas latifi,15.0,77969.0,2020,3,17.0,,20.0,77650.0,19.0,81198.0,I,5.0,15.0,76544.0,,,,,,,,
daniil kvyat,16.0,78292.0,2020,3,13.0,107422.0,17.0,77292.0,18.0,80946.0,I,2.0,17.0,76204.0,,,,,,,,
antonio giovinazzi,17.0,78425.0,2020,3,11.0,104411.0,18.0,77496.0,11.0,80096.0,I,3.0,19.0,76506.0,,,,,,,,
george russell,18.0,78574.0,2020,3,18.0,,14.0,76847.0,9.0,79984.0,I,3.0,12.0,75698.0,,,,,,,,
robert kubica,19.0,79150.0,2020,3,,,,,,,,,,,,,,,,,,
pierre gasly,,,2020,3,6.0,102588.0,9.0,76453.0,20.0,83939.0,I,2.0,10.0,,,,,,,,,
kimi raikkonen,,,2020,3,9.0,103471.0,19.0,77527.0,12.0,80232.0,I,2.0,20.0,76614.0,,,,,,,,
max verstappen,1.0,87422.0,2020,4,14.0,88390.0,3.0,86173.0,1.0,87097.0,M,2.0,3.0,85325.0,,,,,,,,
lewis hamilton,2.0,87896.0,2020,4,5.0,87581.0,2.0,86011.0,3.0,89238.0,M,1.0,1.0,84303.0,,,,,,,,
lance stroll,3.0,88004.0,2020,4,1.0,87274.0,4.0,86576.0,13.0,90475.0,M,1.0,6.0,85839.0,,,,,,,,
alex albon,4.0,88129.0,2020,4,2.0,87364.0,13.0,87178.0,2.0,88689.0,M,2.0,12.0,86545.0,,,,,,,,
charles leclerc,5.0,88221.0,2020,4,4.0,87570.0,6.0,86771.0,9.0,89813.0,M,1.0,4.0,85427.0,,,,,,,,
valtteri bottas,6.0,88519.0,2020,4,3.0,87431.0,1.0,85873.0,4.0,89265.0,M,2.0,2.0,84616.0,,,,,,,,
esteban ocon,7.0,88559.0,2020,4,12.0,88219.0,12.0,87158.0,6.0,89491.0,S,1.0,9.0,86209.0,,,,,,,,
daniel ricciardo,8.0,88575.0,2020,4,9.0,88112.0,8.0,86841.0,5.0,89482.0,S,1.0,8.0,86009.0,,,,,,,,
nico hulkenberg,9.0,88592.0,2020,4,7.0,87910.0,9.0,86872.0,,,H,,13.0,86566.0,,,,,,,,
daniil kvyat,10.0,88868.0,2020,4,15.0,88426.0,11.0,87076.0,18.0,92443.0,M,,19.0,86744.0,,,,,,,,
pierre gasly,11.0,88909.0,2020,4,8.0,87997.0,10.0,87046.0,7.0,89603.0,M,1.0,11.0,86501.0,,,,,,,,
carlos sainz,12.0,88988.0,2020,4,6.0,87820.0,5.0,86664.0,10.0,89948.0,S,2.0,7.0,85965.0,,,,,,,,
lando norris,13.0,88990.0,2020,4,11.0,88169.0,7.0,86798.0,12.0,90058.0,S,1.0,5.0,85782.0,,,,,,,,
kevin magnussen,14.0,89532.0,2020,4,19.0,88898.0,18.0,87860.0,,,M,,14.0,87158.0,,,,,,,,
romain grosjean,15.0,89576.0,2020,4,16.0,88564.0,15.0,87537.0,8.0,89782.0,M,1.0,17.0,87643.0,,,,,,,,
kimi raikkonen,16.0,89746.0,2020,4,10.0,88159.0,19.0,87976.0,11.0,89973.0,M,2.0,16.0,87366.0,,,,,,,,
george russell,17.0,89899.0,2020,4,17.0,88771.0,16.0,87738.0,16.0,90862.0,M,1.0,20.0,87092.0,,,,,,,,
antonio giovinazzi,18.0,89925.0,2020,4,13.0,88256.0,17.0,87825.0,17.0,90977.0,M,1.0,15.0,87164.0,,,,,,,,
nicholas latifi,19.0,90703.0,2020,4,20.0,89958.0,20.0,88112.0,14.0,90501.0,M,1.0,18.0,87705.0,,,,,,,,
sebastian vettel,20.0,,2020,4,18.0,88860.0,14.0,87251.0,15.0,90537.0,S,1.0,10.0,86339.0,,,,,,,,
valtteri bottas,1.0,86166.0,2020,5,2.0,85782.0,2.0,86784.0,4.0,89765.0,M,2.0,1.0,85154.0,,,,,,,,
lewis hamilton,2.0,86304.0,2020,5,1.0,85606.0,1.0,86621.0,1.0,88451.0,M,2.0,2.0,85217.0,,,,,,,,
max verstappen,3.0,86893.0,2020,5,4.0,86437.0,7.0,87455.0,2.0,89465.0,H,2.0,4.0,86176.0,,,,,,,,
nico hulkenberg,4.0,86942.0,2020,5,6.0,86746.0,4.0,87256.0,6.0,90087.0,M,3.0,3.0,86082.0,,,,,,,,
charles leclerc,5.0,87062.0,2020,5,7.0,86812.0,6.0,87328.0,8.0,90552.0,M,1.0,8.0,86614.0,,,,,,,,
alex albon,6.0,87280.0,2020,5,11.0,86960.0,8.0,87474.0,3.0,89477.0,M,2.0,9.0,86669.0,,,,,,,,
sebastian vettel,7.0,87498.0,2020,5,14.0,87198.0,13.0,87811.0,13.0,90785.0,H,2.0,11.0,87078.0,,,,,,,,
lance stroll,8.0,87539.0,2020,5,5.0,86501.0,5.0,87263.0,15.0,90877.0,M,2.0,6.0,86428.0,,,,,,,,
daniil kvyat,9.0,87653.0,2020,5,12.0,87002.0,12.0,87754.0,12.0,90738.0,H,2.0,16.0,87882.0,,,,,,,,
esteban ocon,10.0,87701.0,2020,5,10.0,86928.0,9.0,87496.0,10.0,90575.0,M,1.0,14.0,87011.0,,,,,,,,
pierre gasly,11.0,87707.0,2020,5,13.0,87128.0,11.0,87659.0,7.0,90092.0,M,2.0,7.0,86534.0,,,,,,,,
lando norris,12.0,87846.0,2020,5,8.0,86867.0,3.0,87202.0,11.0,90698.0,M,2.0,10.0,86778.0,,,,,,,,
romain grosjean,13.0,87908.0,2020,5,15.0,87294.0,15.0,88076.0,14.0,90793.0,M,2.0,13.0,87254.0,,,,,,,,
carlos sainz,14.0,88138.0,2020,5,9.0,86918.0,10.0,87627.0,9.0,90556.0,H,2.0,12.0,87083.0,,,,,,,,
george russell,15.0,88170.0,2020,5,16.0,87320.0,17.0,88349.0,17.0,91408.0,M,3.0,15.0,87455.0,,,,,,,,
nicholas latifi,16.0,88226.0,2020,5,19.0,87683.0,16.0,88125.0,5.0,89950.0,M,3.0,18.0,88430.0,,,,,,,,
daniel ricciardo,17.0,88511.0,2020,5,3.0,86421.0,14.0,87815.0,16.0,91168.0,M,3.0,5.0,86297.0,,,,,,,,
kimi raikkonen,18.0,88655.0,2020,5,17.0,87535.0,19.0,88538.0,18.0,91756.0,H,1.0,20.0,88493.0,,,,,,,,
robert kubica,19.0,88960.0,2020,5,,,,,,,,,,,,,,,,,,
kevin magnussen,20.0,89319.0,2020,5,18.0,87582.0,20.0,88763.0,20.0,91830.0,M,3.0,17.0,88236.0,,,,,,,,
antonio giovinazzi,,,2020,5,20.0,87955.0,18.0,88468.0,19.0,91826.0,M,2.0,19.0,88433.0,,,,,,,,
valtteri bottas,1.0,76785.0,2020,6,2.0,77170.0,2.0,77373.0,1.0,78183.0,S,3.0,2.0,75643.0,,,,,,,,
lewis hamilton,2.0,76824.0,2020,6,1.0,76883.0,1.0,77222.0,2.0,79822.0,S,2.0,1.0,75584.0,,,,,,,,
max verstappen,3.0,77724.0,2020,6,3.0,77704.0,3.0,77737.0,4.0,81477.0,S,2.0,3.0,76292.0,,,,,,,,
charles leclerc,4.0,77970.0,2020,6,6.0,78147.0,6.0,78193.0,20.0,83968.0,S,2.0,9.0,77087.0,,,,,,,,
sebastian vettel,5.0,77981.0,2020,6,12.0,78404.0,12.0,78707.0,18.0,82707.0,M,1.0,11.0,77168.0,,,,,,,,
romain grosjean,6.0,78291.0,2020,6,5.0,78133.0,13.0,78710.0,3.0,80409.0,M,2.0,17.0,78089.0,,,,,,,,
sergio perez,7.0,78471.0,2020,6,8.0,78293.0,5.0,78096.0,16.0,82515.0,S,1.0,4.0,76482.0,,,,,,,,
alex albon,8.0,78606.0,2020,6,13.0,78491.0,9.0,78371.0,11.0,82194.0,S,2.0,6.0,77029.0,,,,,,,,
kevin magnussen,9.0,78620.0,2020,6,16.0,78761.0,17.0,78940.0,19.0,83474.0,S,1.0,16.0,77908.0,,,,,,,,
lance stroll,10.0,78643.0,2020,6,11.0,78357.0,8.0,78309.0,8.0,82024.0,S,2.0,5.0,76589.0,,,,,,,,
carlos sainz,11.0,78733.0,2020,6,7.0,78214.0,4.0,78046.0,5.0,81771.0,S,2.0,7.0,77044.0,,,,,,,,
esteban ocon,12.0,78736.0,2020,6,9.0,78303.0,11.0,78602.0,10.0,82174.0,M,1.0,15.0,77567.0,,,,,,,,
lando norris,13.0,78744.0,2020,6,14.0,78506.0,15.0,78803.0,13.0,82392.0,S,2.0,8.0,77084.0,,,,,,,,
pierre gasly,14.0,78888.0,2020,6,10.0,78312.0,7.0,78211.0,17.0,82543.0,S,2.0,10.0,77136.0,,,,,,,,
antonio giovinazzi,15.0,78917.0,2020,6,18.0,78964.0,18.0,79175.0,6.0,81801.0,M,2.0,20.0,78697.0,,,,,,,,
kimi raikkonen,16.0,78981.0,2020,6,17.0,78900.0,14.0,78721.0,7.0,81888.0,M,2.0,14.0,77386.0,,,,,,,,
daniil kvyat,17.0,79145.0,2020,6,15.0,78642.0,16.0,78852.0,12.0,82336.0,S,2.0,12.0,77192.0,,,,,,,,
daniel ricciardo,18.0,79230.0,2020,6,4.0,77868.0,10.0,78384.0,14.0,82464.0,M,1.0,13.0,77198.0,,,,,,,,
nicholas latifi,19.0,80334.0,2020,6,19.0,79155.0,20.0,79764.0,9.0,82030.0,M,2.0,19.0,78532.0,,,,,,,,
roy nissany,20.0,80664.0,2020,6,,,,,,,,,,,,,,,,,,
george russell,,,2020,6,20.0,79391.0,19.0,79297.0,15.0,82503.0,S,2.0,18.0,78099.0,,,,,,,,
valtteri bottas,1.0,104493.0,2020,7,6.0,104162.0,5.0,103813.0,5.0,107983.0,M,1.0,2.0,101763.0,,,,,,,,
lewis hamilton,2.0,104562.0,2020,7,3.0,103840.0,1.0,103255.0,2.0,107758.0,M,1.0,1.0,101252.0,,,,,,,,
max verstappen,3.0,104574.0,2020,7,1.0,103744.0,6.0,103896.0,8.0,108305.0,M,1.0,3.0,101778.0,,,,,,,,
sergio perez,4.0,104629.0,2020,7,5.0,104137.0,10.0,104180.0,9.0,108389.0,S,1.0,8.0,102532.0,,,,,,,,
lance stroll,5.0,104868.0,2020,7,11.0,104678.0,8.0,103988.0,13.0,109136.0,S,1.0,9.0,102603.0,,,,,,,,
alex albon,6.0,105049.0,2020,7,4.0,104134.0,4.0,103731.0,12.0,108736.0,S,1.0,5.0,102264.0,,,,,,,,
esteban ocon,7.0,105099.0,2020,7,8.0,104208.0,2.0,103485.0,10.0,108540.0,S,1.0,6.0,102396.0,,,,,,,,
carlos sainz,8.0,105222.0,2020,7,9.0,104474.0,9.0,104006.0,,,S,,7.0,102438.0,,,,,,,,
daniel ricciardo,9.0,105225.0,2020,7,2.0,103792.0,7.0,103973.0,1.0,107483.0,S,1.0,4.0,102061.0,,,,,,,,
lando norris,10.0,105274.0,2020,7,7.0,104168.0,3.0,103641.0,11.0,108552.0,S,1.0,10.0,102657.0,,,,,,,,
daniil kvyat,11.0,105447.0,2020,7,12.0,104826.0,12.0,104543.0,15.0,109832.0,M,1.0,11.0,102730.0,,,,,,,,
pierre gasly,12.0,105503.0,2020,7,10.0,104600.0,11.0,104508.0,3.0,107839.0,H,1.0,12.0,102745.0,,,,,,,,
kimi raikkonen,13.0,105704.0,2020,7,14.0,104896.0,16.0,104932.0,14.0,109822.0,M,1.0,16.0,103743.0,,,,,,,,
charles leclerc,14.0,105759.0,2020,7,15.0,105440.0,17.0,105147.0,4.0,107840.0,S,2.0,13.0,102996.0,,,,,,,,
sebastian vettel,15.0,106179.0,2020,7,17.0,105683.0,20.0,105420.0,16.0,109958.0,M,1.0,14.0,103261.0,,,,,,,,
nicholas latifi,16.0,106488.0,2020,7,18.0,105774.0,13.0,104771.0,6.0,108048.0,M,2.0,19.0,104138.0,,,,,,,,
george russell,17.0,106570.0,2020,7,16.0,105463.0,18.0,105157.0,18.0,111754.0,M,,15.0,103468.0,,,,,,,,
kevin magnussen,18.0,,2020,7,20.0,106242.0,14.0,104841.0,7.0,108083.0,M,2.0,20.0,104314.0,,,,,,,,
romain grosjean,19.0,,2020,7,19.0,105834.0,15.0,104844.0,17.0,110018.0,M,1.0,17.0,103838.0,,,,,,,,
antonio giovinazzi,20.0,,2020,7,13.0,104861.0,19.0,105190.0,19.0,111793.0,M,,18.0,103950.0,,,,,,,,
valtteri bottas,1.0,80703.0,2020,8,2.0,80454.0,1.0,80089.0,5.0,83961.0,S,2.0,2.0,78956.0,,,,,,,,
lewis hamilton,2.0,80948.0,2020,8,1.0,80192.0,5.0,80439.0,1.0,82746.0,S,3.0,1.0,78887.0,,,,,,,,
alex albon,3.0,81500.0,2020,8,14.0,81883.0,7.0,80563.0,15.0,84926.0,S,2.0,9.0,80090.0,,,,,,,,
daniil kvyat,4.0,81555.0,2020,8,7.0,81376.0,13.0,80953.0,10.0,84479.0,H,2.0,11.0,80169.0,,,,,,,,
max verstappen,5.0,81641.0,2020,8,5.0,81228.0,6.0,80456.0,17.0,85539.0,S,3.0,5.0,79795.0,,,,,,,,
pierre gasly,6.0,81667.0,2020,8,4.0,81121.0,12.0,80936.0,6.0,84037.0,S,2.0,10.0,80177.0,,,,,,,,
sergio perez,7.0,81747.0,2020,8,10.0,81594.0,10.0,80897.0,8.0,84336.0,S,2.0,4.0,79720.0,,,,,,,,
lando norris,8.0,81747.0,2020,8,3.0,81089.0,3.0,80412.0,7.0,84232.0,S,2.0,6.0,79820.0,,,,,,,,
daniel ricciardo,9.0,81789.0,2020,8,15.0,82080.0,4.0,80419.0,4.0,83898.0,S,2.0,7.0,79864.0,,,,,,,,
carlos sainz,10.0,81821.0,2020,8,6.0,81313.0,2.0,80318.0,2.0,83882.0,S,2.0,3.0,79695.0,,,,,,,,
charles leclerc,11.0,81904.0,2020,8,9.0,81503.0,11.0,80917.0,19.0,86026.0,S,1.0,13.0,80273.0,,,,,,,,
esteban ocon,12.0,81984.0,2020,8,11.0,81697.0,8.0,80693.0,11.0,84490.0,S,2.0,12.0,80234.0,,,,,,,,
lance stroll,13.0,82131.0,2020,8,8.0,81389.0,9.0,80804.0,3.0,83897.0,S,1.0,8.0,80049.0,,,,,,,,
romain grosjean,14.0,82409.0,2020,8,18.0,82254.0,14.0,81205.0,12.0,84785.0,M,2.0,16.0,81139.0,,,,,,,,
kevin magnussen,15.0,82422.0,2020,8,16.0,82088.0,16.0,81436.0,18.0,85787.0,M,1.0,15.0,81573.0,,,,,,,,
antonio giovinazzi,16.0,82552.0,2020,8,13.0,81786.0,20.0,82090.0,14.0,84856.0,M,3.0,18.0,81206.0,,,,,,,,
kimi raikkonen,17.0,82619.0,2020,8,17.0,82147.0,17.0,81459.0,13.0,84835.0,M,2.0,14.0,80926.0,,,,,,,,
roy nissany,18.0,82826.0,2020,8,,,,,,,,,,,,,,,,,,
sebastian vettel,19.0,82988.0,2020,8,12.0,81733.0,15.0,81263.0,20.0,87107.0,H,1.0,17.0,81151.0,,,,,,,,
nicholas latifi,20.0,83120.0,2020,8,19.0,82825.0,19.0,81764.0,16.0,84999.0,M,2.0,20.0,81717.0,,,,,,,,
george russell,,,2020,8,20.0,82927.0,18.0,81677.0,9.0,84421.0,M,2.0,19.0,81587.0,,,,,,,,
valtteri bottas,1.0,77879.0,2020,9,1.0,76989.0,1.0,76530.0,2.0,79432.0,S,5.0,2.0,75203.0,,,,,,,,
max verstappen,2.0,77927.0,2020,9,3.0,77235.0,2.0,76547.0,,,S,,3.0,75509.0,,,,,,,,
charles leclerc,3.0,78186.0,2020,9,10.0,78400.0,7.0,77488.0,9.0,81229.0,S,5.0,5.0,76270.0,,,,,,,,
lewis hamilton,4.0,78409.0,2020,9,2.0,77196.0,3.0,76613.0,1.0,78833.0,S,5.0,1.0,75144.0,,,,,,,,
pierre gasly,5.0,78676.0,2020,9,8.0,78244.0,5.0,77226.0,,,S,,16.0,77125.0,,,,,,,,
esteban ocon,6.0,78805.0,2020,9,6.0,78115.0,11.0,77746.0,15.0,131793.0,S,2.0,10.0,,,,,,,,,
daniil kvyat,7.0,78839.0,2020,9,15.0,78736.0,9.0,77627.0,10.0,81458.0,M,5.0,12.0,76854.0,,,,,,,,
lando norris,8.0,78981.0,2020,9,14.0,78658.0,19.0,78826.0,7.0,81198.0,S,5.0,11.0,76640.0,,,,,,,,
